state,wave_id,onset_week,peak_week,end_week,wave_end_censored,wave_order,is_recurrence,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,candidate_wave,major_epidemic_primary,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,wave_definition_stable,major_wave_definition_stable,reason_not_major,reason_re6_not_eligible,Re_early_4_q025,Re_early_4_median,Re_early_4_q975,re4_fit_status,re4_fit_reason,re4_fit_pass,re4_divergences,re4_treedepth_hits,re4_rhat,re4_bulk_ess,re4_tail_ess,re4_min_bfmi,re4_bfmi_by_chain,re4_elapsed_seconds,re4_ppc_mean_abs_error,re4_ppc_all_weeks_95_coverage,Re_early_6_q025,Re_early_6_median,Re_early_6_q975,re6_fit_status,re6_fit_reason,re6_fit_pass,re6_divergences,re6_treedepth_hits,re6_rhat,re6_bulk_ess,re6_tail_ess,re6_min_bfmi,re6_bfmi_by_chain,re6_elapsed_seconds,re6_ppc_mean_abs_error,re6_ppc_all_weeks_95_coverage,Re_early_8_q025,Re_early_8_median,Re_early_8_q975,re8_fit_status,re8_fit_reason,re8_fit_pass,re8_divergences,re8_treedepth_hits,re8_rhat,re8_bulk_ess,re8_tail_ess,re8_min_bfmi,re8_bfmi_by_chain,re8_elapsed_seconds,re8_ppc_mean_abs_error,re8_ppc_all_weeks_95_coverage,weeks_since_previous_wave,previous_wave_total_cases,preceding_trough_ratio,re6_analysis_usable,calendar_year
PA,PA_wave_05,2017-10-22,2018-03-11,2019-10-06,FALSE,2,TRUE,2.662040632,2.670034748,222,2017-10-08,0.277917341,0.104087537,24,103,20,9418,112.7944121,205,299,409,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.1166583324540829,1.6449643434085695,2.527520941598668,fitted,NA,TRUE,0,0,0.9997686651445882,14893.684626809994,5396.927608603515,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,10.905437500000001,1,0.9773479483995852,1.398212521532649,2.073467813253369,fitted,NA,TRUE,0,0,0.9996494119575811,16128.089654803975,5895.707805746902,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,16.866354166666667,1,0.9635633158785355,1.329589812179295,1.8719019679204232,fitted,NA,TRUE,0,0,1.0004216246072717,15723.23124791382,4916.812180948329,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,14.932234375,1,14,8315,0.104087537,TRUE,2017
PB,PB_wave_03,2016-02-07,2016-05-08,2016-12-04,FALSE,1,FALSE,17.58706037,16.7026536,696,2015-06-21,0,0,21,44,13,7712,194.8727149,198,409,742,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.5359909976523205,2.277624474409375,3.495187400934422,fitted,NA,TRUE,0,0,0.9997108532889722,15876.71850234643,5160.19728283277,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,15.17484375,1,1.5236389058431274,2.1902915892568937,3.2433923760561076,fitted,NA,TRUE,0,0,0.9996420398284568,17378.37299013795,5518.856283403122,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,17.952624999999998,1,1.5047695195823307,2.067319080394655,2.9381519441795008,fitted,NA,TRUE,0,0,0.9997515264752511,14062.554391447295,5568.922498188117,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,24.061921875,1,NA,NA,0,TRUE,2016
PB,PB_wave_04,2016-12-18,2017-05-28,2017-12-17,FALSE,2,TRUE,1.908822578,1.883706491,76,2016-12-04,0.033691687,0.017885847,30,53,23,1368,34.36140194,41,69,105,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.598018312808324,2.5989575010317307,4.256998872801115,fitted,NA,TRUE,0,0,0.9998437321303789,16703.458088640124,5519.46747099864,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.18928125,1,1.3815081606487838,2.139522639709502,3.408095176940552,fitted,NA,TRUE,0,0,0.9996786626790732,17501.849104021127,5579.516082908978,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.1799583333333334,1,1.3087345384095108,1.8947178953956918,2.792511317815499,fitted,NA,TRUE,0,0,0.9998151232547348,15135.328445288938,5569.5427999495505,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,5.670953125,0.875,14,7712,0.017885847,TRUE,2016
PB,PB_wave_05,2017-12-31,2018-06-10,2018-12-16,FALSE,3,TRUE,0.57379317,0.681899129,23,2017-12-17,0.133952462,0.196440288,6,51,23,621,15.49410115,37,49,73,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.8871617981770515,1.4322267349620663,2.365517457656239,fitted,NA,TRUE,0,0,0.9999397633194196,13672.726038692048,5457.396185262723,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,5.34815625,1,0.7851600119738364,1.2166451451471603,1.9310313684066915,fitted,NA,TRUE,0,0,0.99981903498106,16225.597834708877,5124.828331322698,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.714791666666667,1,0.9096024247361607,1.3398232736927396,2.013162669014965,fitted,NA,TRUE,0,0,0.9999177039953255,15518.339175245568,4723.243998500593,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.52390625,1,14,1368,0.196440288,TRUE,2017
PB,PB_wave_06,2018-12-30,2019-04-21,2020-01-26,FALSE,4,TRUE,0.891572412,0.982380713,36,2018-12-16,0.066526744,0.097560976,15,57,16,1137,28.15132487,34,56,73,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2275228868823984,1.9968104871156211,3.267293102413268,fitted,NA,TRUE,0,0,0.999761018719588,18948.281477688193,5259.38818732556,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,3.0343124999999995,1,1.1274166982187386,1.7353128570605483,2.6837155457480852,fitted,NA,TRUE,0,0,0.9996289137916007,16029.741529073386,4994.908732568828,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,3.5823541666666667,1,0.9886875514310357,1.4716046525031918,2.2248889466039063,fitted,NA,TRUE,0,0,0.9995197659327535,15622.749646958488,5656.575057730106,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.087296875,1,14,621,0.097560976,TRUE,2018
PB,PB_wave_07,2020-03-08,2020-07-05,2020-12-20,FALSE,5,TRUE,1.96805115,2.000852002,80,2020-01-26,0.123003197,0.125209295,13,42,17,1208,29.71757236,33,50,77,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.6815729871095576,1.1118515375856095,1.8315208424167184,fitted,NA,TRUE,0,0,1.0000185051489314,14738.117260330358,4982.932335088935,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.4685,1,0.7569301923822344,1.1764244407012772,1.848170554260973,fitted,NA,TRUE,0,0,0.9999084751541168,18106.18830590249,4726.1017989171705,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.2684999999999995,1,0.89178241441444706,1.3119027116874205,1.9617264047676528,fitted,NA,TRUE,0,0,0.9995868942562238,18310.049122991033,5664.187304400949,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.3593125,1,42,1137,0.125209295,TRUE,2020
PB,PB_wave_08,2021-01-03,2021-07-04,2021-12-26,FALSE,6,TRUE,11.15519097,10.7882439,456,2020-12-20,0.114802984,0.057377049,14,52,26,9266,226.6754375,208,428,679,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.5462986633103584,3.687464533443075,5.52951629608498,fitted,NA,TRUE,0,0,0.9998528390305609,13746.963667265536,5510.955713960749,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,29.185875000000003,1,2.163342539500812,3.079000862611397,4.6107458409846105,fitted,NA,TRUE,0,0,0.9996257289128467,14296.304276908306,5369.547191229092,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,40.73704166666667,1,1.9167457129356653,2.624377241604912,3.695237108506308,fitted,NA,TRUE,0,0,0.9997325862709358,15289.660407641308,5509.762525455147,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,56.26478125,0.875,14,1208,0.057377049,TRUE,2021
PB,PB_wave_09,2022-01-23,2022-05-08,2022-12-18,FALSE,7,TRUE,22.3086751,22.3736203,916,2021-12-26,1.114976187,0.103351036,14,48,15,16641,405.2823825,783,1474,2365,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.462925283367611,2.120014154107646,3.1551332208068827,fitted,NA,TRUE,0,0,0.9996278465766193,16656.030799721884,5715.361108491738,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,26.3705,1,1.3872890904469521,1.9309390836386306,2.8081508158289092,fitted,NA,TRUE,0,0,0.9998091682348671,13644.54640512688,5739.2052643396,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,56.868750000000006,1,1.3316585219463493,1.7932509357183186,2.509371801514362,fitted,NA,TRUE,0,0,0.9996355893998239,15613.182038246978,5152.225676670427,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,75.48782812500001,1,28,9266,0.103351036,TRUE,2022
PB,PB_wave_10,2022-12-25,2023-04-02,2023-12-17,FALSE,8,TRUE,1.260768662,1.260768662,52,2022-12-18,0.154244842,0.122341907,8,52,14,1260,30.54972118,44,83,113,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.8265879996545791,1.31130872265619,2.1237235419503624,fitted,NA,TRUE,0,0,0.9997504280783462,15774.083463771027,5306.260470642992,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.37965625,1,0.9214301748810948,1.3801155990768956,2.110550266852154,fitted,NA,TRUE,0,0,0.9997924201328042,15295.78754821029,5850.51796230661,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.216708333333334,1,0.8674118317270267,1.2402299277348616,1.7960383409214313,fitted,NA,TRUE,0,0,0.9996014848935094,16861.3600824948,5302.938916640207,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.869359375,1,7,16641,0.122341907,TRUE,2022
PB,PB_wave_11,2023-12-24,2024-03-03,2024-09-15,FALSE,9,TRUE,2.750275028,2.557273271,114,2023-12-17,0.20204626,0.16025641,11,39,10,1392,33.58543422,57,102,173,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.7687873681434939,1.2047089967777733,1.8990670525633018,fitted,NA,TRUE,0,0,0.9996414614526452,14843.070738184384,5931.9142889866725,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,8.51965625,0.75,0.872982648238278,1.276804328784023,1.9355751073901082,fitted,NA,TRUE,0,0,0.9997470488636658,16097.320658966677,5355.106147964987,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,8.779041666666666,0.8333333333333334,1.000689716508415,1.3920545242998408,1.9753709832119868,fitted,NA,TRUE,0,0,0.9996830591329688,18390.810070373907,5332.750951293117,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,8.41278125,0.875,7,1260,0.16025641,TRUE,2023
PB,PB_wave_12,2024-09-29,2025-02-02,2025-12-28,FALSE,10,TRUE,1.272671563,1.080570195,53,2024-09-15,0.241252195,0.223263788,5,66,18,716,17.21288098,77,107,131,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1.0277572983622265,1.5790669172322875,2.497541043279128,fitted,NA,TRUE,0,0,0.9997217848202784,16542.33123930131,4866.395364976721,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.185812500000001,1,0.887336147525702,1.3203079336311403,1.988713406881195,fitted,NA,TRUE,0,0,0.9998836979148925,16239.700898181469,5524.4498752261125,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,6.6535625000000005,1,0.8264032060805357,1.1857152768589307,1.742116512326765,fitted,NA,TRUE,0,0,0.9996661453879063,15949.860505032357,5075.016437556993,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,6.43825,1,14,1392,0.223263788,TRUE,2024
PE,PE_wave_03,2015-11-29,2016-02-28,2017-12-17,FALSE,1,FALSE,8.906705659,9.392525968,825,2015-07-05,0,0,4,108,13,15850,171.0852679,284,717,1382,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.403641989241479,2.0691847599880404,3.1841286749328583,fitted,NA,TRUE,0,0,0.9996165226387131,15920.514306879752,5342.059387891519,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,29.590968749999995,1,1.6169073007702293,2.287163301891378,3.3689012417675075,fitted,NA,TRUE,0,0,0.9997362347389221,16112.487798010134,5356.763317344127,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,47.13979166666667,1,1.6189926892479476,2.215932628027864,3.097368545683004,fitted,NA,TRUE,0,0,1.0000326363923393,19866.742906035746,5583.129565302841,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,55.206281249999996,1,NA,NA,0,TRUE,2015
PE,PE_wave_04,2017-12-31,2018-05-06,2018-12-16,FALSE,2,TRUE,0.513462725,0.385097044,48,2017-12-17,0.07165236,0.186063126,5,51,18,657,7.028680331,48,66,81,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,0.8909319236904375,1.4106769943852393,2.2981424734791576,fitted,NA,TRUE,0,0,0.9997083476541917,15289.799616945222,5676.651368673695,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.63340625,1,0.802584396369824,1.2277604822911585,1.9114581083528033,fitted,NA,TRUE,0,0,0.9997264729533962,17500.05190001843,5351.202222000189,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.517541666666666,1,0.7819037065228749,1.1315668990170735,1.664695287337948,fitted,NA,TRUE,0,0,0.9996947423592492,15612.399455798015,5509.162480340134,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,3.7458281250000005,1,14,15850,0.186063126,TRUE,2017
PE,PE_wave_05,2018-12-23,2019-09-08,2019-12-15,FALSE,3,TRUE,0.617250776,0.556944665,58,2018-12-16,0.014262853,0.037037037,18,52,37,1360,14.47412509,25,36,64,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.3408611139857578,2.292495909349829,3.908520492880236,fitted,NA,TRUE,0,0,0.9996902792597562,17479.74504483436,5483.899286354416,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.73321875,0.75,1.0617554288484208,1.7340372810314768,2.8189507989652083,fitted,NA,TRUE,0,0,0.9996022696076253,16927.80106255281,5342.69345349405,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.787041666666667,0.8333333333333334,1.2575185235962876,1.8824673460370227,2.854816624470681,fitted,NA,TRUE,0,0,0.9998625771347932,15623.915049235135,4966.207189146516,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.65909375,0.875,7,657,0.037037037,TRUE,2018
PE,PE_wave_06,2020-05-03,2020-07-05,2020-12-20,FALSE,4,TRUE,2.097688284,2.182443366,198,2019-12-15,0.08159062,0.146496815,11,34,9,3005,31.83612774,155,341,614,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.29784836700029,1.937920837343687,3.0028920576687117,fitted,NA,TRUE,0,0,0.9996165987034624,17073.18859073726,5682.137545920147,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,10.773,1,1.3973671480662035,1.984028786984866,2.927143387027515,fitted,NA,TRUE,0,0,0.999697813338101,17623.87974306992,5103.545371169267,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,8.623333333333335,1,1.4106526126403443,1.9180027884553141,2.7125363385458314,fitted,NA,TRUE,0,0,0.9996882672200688,15932.589710810771,5673.095071456833,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,13.207656250000003,1,140,1360,0.146496815,TRUE,2020
PE,PE_wave_07,2021-02-07,2021-05-30,2021-12-19,FALSE,5,TRUE,16.38829099,15.46961746,1552,2020-12-20,0.067097773,0.030744337,14,46,16,19884,209.9644188,383,728,1104,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.9078500942121116,1.3228128716232128,2.007320411788907,fitted,NA,TRUE,0,0,0.999606828042595,14953.315718543294,6052.356630563118,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,18.30421875,1,1.013628220802744,1.4353950525841366,2.1108360148320977,fitted,NA,TRUE,0,0,0.9995558607847834,16673.755402949468,5360.55718040971,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,22.508354166666667,1,1.0153110892073776,1.3945870321814455,1.9666147507632252,fitted,NA,TRUE,0,0,0.9996787101616165,16911.044268032256,5660.474317931245,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,23.5125,1,49,3005,0.030744337,TRUE,2021
PE,PE_wave_08,2022-01-16,2022-04-24,2022-12-18,FALSE,6,TRUE,9.68079093,10.35848141,919,2021-12-19,0.130233412,0.012572636,28,49,14,13003,136.9742377,536,987,1653,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.7304443508899914,2.4897316126401514,3.742497188275036,fitted,NA,TRUE,0,0,0.999777992016478,14272.062380172509,5510.740345557179,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,17.185187500000005,1,1.524907034931608,2.155492143726155,3.1595732872731435,fitted,NA,TRUE,0,0,0.9998004884636974,15156.943773454459,5929.711417538549,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,50.489875,1,1.4828667780437874,2.005898210255574,2.806654848573989,fitted,NA,TRUE,0,0,0.9998627936565352,13809.787401246822,5666.034548849182,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,63.13353125,1,28,19884,0.012572636,TRUE,2022
PE,PE_wave_09,2022-12-25,2023-03-19,2023-06-25,FALSE,7,TRUE,0.472963166,0.683169017,45,2022-12-18,0.108851839,0.159333687,9,27,12,778,8.177102646,68,114,159,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,0.8673520076060992,1.3339833781484307,2.1255727158261495,fitted,NA,TRUE,0,0,0.9998814764974852,13750.047613100205,5390.121606489094,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,9.3043125,0.75,0.8745235672554967,1.290659641912537,1.9644651423054302,fitted,NA,TRUE,0,0,0.9996804702225939,14411.796569137216,5287.131872441007,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,7.201666666666666,1,0.866092709519511,1.224566747792191,1.7674610778591069,fitted,NA,TRUE,0,0,0.999638912514985,16378.313979471004,5326.943994707555,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,6.4193125,1,7,13003,0.159333687,TRUE,2022
PE,PE_wave_10,2023-07-09,2024-03-10,2024-12-22,FALSE,8,TRUE,1.16364045,1.058807977,111,2023-06-25,0.087585771,0.128205128,10,77,35,2218,23.26201153,71,110,139,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.9655157687563971,1.4692957805310995,2.281112484345033,fitted,NA,TRUE,0,0,0.9997422388875543,13076.29935939329,5795.526894203202,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,3.5201249999999997,1,0.9354989282934068,1.37170172306302,2.068674709189474,fitted,NA,TRUE,0,0,0.999912227367257,17974.370748890375,5727.881453551855,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.906375000000001,1,0.864774069551892,1.2213152429567455,1.7918088462151942,fitted,NA,TRUE,0,0,0.9997028763543122,15061.60649370565,4391.456000697961,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,6.094265625,1,14,778,0.128205128,TRUE,2023
PE,PE_wave_11,2024-12-29,2025-03-23,2025-12-28,FALSE,9,TRUE,0.334657776,0.39392009100000003,32,2024-12-22,0.069888315,0.177417494,3,53,12,1207,12.62309973,75,125,193,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2618051274191324,1.9222296970929982,3.0166295096442814,fitted,NA,TRUE,0,0,0.9995986655020863,15555.362900393353,5325.258849150546,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,10.975718749999999,1,1.1509847698072113,1.6798093913898215,2.5491238846616047,fitted,NA,TRUE,0,0,0.9997756042455358,13841.33525622182,5207.603937209742,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,10.697666666666667,1,1.1528017259717702,1.6225581661862285,2.338124181568735,fitted,NA,TRUE,0,0,1.0000174225337741,14247.479593331624,5366.277947943173,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,9.040734375,1,7,2218,0.177417494,TRUE,2024
PI,PI_wave_03,2016-03-27,2016-05-08,2016-11-06,FALSE,1,FALSE,3.729639075,3.485072578,122,2015-11-29,0,0,4,33,6,1200,36.68497451,183,381,599,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.974089764284827,4.397527921365161,6.735170645063435,fitted,NA,TRUE,0,0,0.999570571368351,15870.240991891122,5551.710874724498,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,23.042062499999997,1,2.4009024016756473,3.461448641112203,5.101402581321242,fitted,NA,TRUE,0,0,0.9995748714034254,16187.448477184013,4777.297121589471,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,46.671395833333335,0.8333333333333334,2.072860442896083,2.890568143093903,4.1243952504563675,fitted,NA,TRUE,0,0,0.9996581761805646,15886.88711250464,5813.869866288954,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,63.632062499999996,0.875,NA,NA,0,TRUE,2016
PI,PI_wave_04,2017-02-19,2017-05-21,2018-03-25,FALSE,2,TRUE,9.769470921,10.40859519,321,2016-11-06,0.081522166,0.023391813,34,58,13,5541,168.6165412,121,273,488,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.1809887870446962,1.7585320042978174,2.7321737336915337,fitted,NA,TRUE,0,0,0.999627390384385,15076.232079227599,4795.120450479358,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,6.914375000000001,1,1.3669166269225461,1.9568030191757966,2.9040762374448614,fitted,NA,TRUE,0,0,0.9997328604510457,14217.258589257992,5556.316285522028,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,9.187395833333333,1,1.3574968212061111,1.8833006998999475,2.6715604136872044,fitted,NA,TRUE,0,0,0.9997528510397067,14489.14569651085,5612.941514648976,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,11.825984375,1,105,1200,0.023391813,TRUE,2017
PI,PI_wave_05,2018-04-08,2019-04-28,2019-09-08,FALSE,3,TRUE,1.325210196,1.616354861,44,2018-03-25,0.222072357,0.137390843,27,75,55,1105,33.33863854,65,96,113,4,6,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.111018850890285,1.7088375970345049,2.703030729443671,fitted,NA,TRUE,0,0,0.999639483986866,14614.485968013845,5365.454194665566,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,3.2571875,1,0.9628027685451532,1.4341829279473193,2.201453713040806,fitted,NA,TRUE,0,0,0.999595558575305,15954.404427023614,4739.971623631312,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,6.953187499999999,1,0.8491797635417955,1.2207589964876822,1.778511497964142,fitted,NA,TRUE,0,0,0.9996857423278437,16630.76477108106,5332.974787690975,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,8.52321875,0.875,14,5541,0.137390843,TRUE,2018
PI,PI_wave_06,2019-09-15,2020-05-10,2020-08-23,FALSE,4,TRUE,0.389704253,0.289780086,13,2019-09-08,0.050197356,0.173225692,3,50,34,193,5.792667466,13,20,26,4,6,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1105,0.173225692,FALSE,2019
PI,PI_wave_07,2020-09-13,2021-07-11,2021-10-24,FALSE,5,TRUE,0.328568493,0.358438356,11,2020-08-23,0.009992417,0.034482759,29,59,43,237,7.081090498,6,9,10,4,6,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,193,0.034482759,FALSE,2020
